created_at;komentar;username;case_folding;cleaning;tokenizing;normalisasi;stopword;lemmatisasi;cluster;Cluster Label
Mon Oct 09 06:50:43 +0000 2023;Pangdam V/Brw Hadir Berikan Dukungan Motivasi dan Hadiah kepada Jawara Peserta Lomba Karapan Sapi Piala Presiden 2023 di Bangkalan https://t.co/zsjNkl6s9f;Pendam5;pangdam v/brw hadir berikan dukungan motivasi dan hadiah kepada jawara peserta lomba karapan sapi piala presiden 2023 di bangkalan https://t.co/zsjnkl6s9f;pangdam vbrw hadir berikan dukungan motivasi dan hadiah kepada jawara peserta lomba karapan sapi piala presiden  di bangkalan httpstcozsjnklsf;['pangdam', 'vbrw', 'hadir', 'berikan', 'dukungan', 'motivasi', 'dan', 'hadiah', 'kepada', 'jawara', 'peserta', 'lomba', 'karapan', 'sapi', 'piala', 'presiden', 'di', 'bangkalan', 'httpstcozsjnklsf'];['pangdam', 'vbrw', 'hadir', 'berikan', 'dukungan', 'motivasi', 'dan', 'hadiah', 'kepada', 'jawara', 'peserta', 'lomba', 'karapan', 'sapi', 'piala', 'presiden', 'di', 'bangkalan', 'httpstcozsjnklsf'];pangdam vbrw hadir dukungan motivasi hadiah jawara peserta lomba karapan sapi piala presiden bangkalan httpstcozsjnklsf;pangdam vbrw hadir dukung motivasi hadiah jawara serta lomba karapan sapi piala presiden bangkal httpstcozsjnklsf;0;Positif
Mon Oct 09 05:59:04 +0000 2023;Karapan sapi adalah salah satu tradisi budaya Madura yang sudah berlangsung sejak ratusan tahun lalu. Karapan sapi adalah perlombaan antara dua pasang sapi yang ditarik oleh seorang joki dengan menggunakan kereta... #karapansapi #madura #pialapresiden https://t.co/nmFdcJ6VZt;FcSuck;karapan sapi adalah salah satu tradisi budaya madura yang sudah berlangsung sejak ratusan tahun lalu. karapan sapi adalah perlombaan antara dua pasang sapi yang ditarik oleh seorang joki dengan menggunakan kereta... #karapansapi #madura #pialapresiden https://t.co/nmfdcj6vzt;karapan sapi adalah salah satu tradisi budaya madura yang sudah berlangsung sejak ratusan tahun lalu karapan sapi adalah perlombaan antara dua pasang sapi yang ditarik oleh seorang joki dengan menggunakan kereta karapansapi madura pialapresiden httpstconmfdcjvzt;['karapan', 'sapi', 'adalah', 'salah', 'satu', 'tradisi', 'budaya', 'madura', 'yang', 'sudah', 'berlangsung', 'sejak', 'ratusan', 'tahun', 'lalu', 'karapan', 'sapi', 'adalah', 'perlombaan', 'antara', 'dua', 'pasang', 'sapi', 'yang', 'ditarik', 'oleh', 'seorang', 'joki', 'dengan', 'menggunakan', 'kereta', 'karapansapi', 'madura', 'pialapresiden', 'httpstconmfdcjvzt'];['karapan', 'sapi', 'adalah', 'salah', 'satu', 'tradisi', 'budaya', 'madura', 'yang', 'sudah', 'berlangsung', 'sejak', 'ratusan', 'tahun', 'lalu', 'karapan', 'sapi', 'adalah', 'perlombaan', 'antara', 'dua', 'pasang', 'sapi', 'yang', 'ditarik', 'oleh', 'seorang', 'joki', 'dengan', 'menggunakan', 'kereta', 'karapansapi', 'madura', 'pialapresiden', 'httpstconmfdcjvzt'];karapan sapi salah tradisi budaya madura ratusan karapan sapi perlombaan pasang sapi ditarik joki kereta karapansapi madura pialapresiden httpstconmfdcjvzt;karapan sapi salah tradisi budaya madura ratus karapan sapi lomba pasang sapi tarik joki kereta karapansapi madura pialapresiden httpstconmfdcjvzt;0;Positif
Mon Oct 09 05:57:25 +0000 2023;Babak final perlombaan pacuan sapi di Madura Karapan Sapi Piala Presiden 2023 berakhir ricuh akibat peserta yang tidak terima dengan hasil keputusan juri. https://t.co/nrwTcwfNa3;cnbcindonesia;babak final perlombaan pacuan sapi di madura karapan sapi piala presiden 2023 berakhir ricuh akibat peserta yang tidak terima dengan hasil keputusan juri. https://t.co/nrwtcwfna3;babak final perlombaan pacuan sapi di madura karapan sapi piala presiden  berakhir ricuh akibat peserta yang tidak terima dengan hasil keputusan juri httpstconrwtcwfna;['babak', 'final', 'perlombaan', 'pacuan', 'sapi', 'di', 'madura', 'karapan', 'sapi', 'piala', 'presiden', 'berakhir', 'ricuh', 'akibat', 'peserta', 'yang', 'tidak', 'terima', 'dengan', 'hasil', 'keputusan', 'juri', 'httpstconrwtcwfna'];['babak', 'final', 'perlombaan', 'pacuan', 'sapi', 'di', 'madura', 'karapan', 'sapi', 'piala', 'presiden', 'berakhir', 'ricuh', 'akibat', 'peserta', 'yang', 'tidak', 'terima', 'dengan', 'hasil', 'keputusan', 'juri', 'httpstconrwtcwfna'];babak final perlombaan pacuan sapi madura karapan sapi piala presiden ricuh akibat peserta terima hasil keputusan juri httpstconrwtcwfna;babak final lomba pacu sapi madura karapan sapi piala presiden ricuh akibat serta terima hasil putus juri httpstconrwtcwfna;0;Positif
Mon Oct 09 05:06:50 +0000 2023;Pangdam Brawijaya Hadiri Grand Final Karapan Sapi Piala Presiden https://t.co/5oVUf55YLv;j5newsroom;pangdam brawijaya hadiri grand final karapan sapi piala presiden https://t.co/5ovuf55ylv;pangdam brawijaya hadiri grand final karapan sapi piala presiden httpstcoovufylv;['pangdam', 'brawijaya', 'hadiri', 'grand', 'final', 'karapan', 'sapi', 'piala', 'presiden', 'httpstcoovufylv'];['pangdam', 'brawijaya', 'hadiri', 'grand', 'final', 'karapan', 'sapi', 'piala', 'presiden', 'httpstcoovufylv'];pangdam brawijaya hadiri grand final karapan sapi piala presiden httpstcoovufylv;pangdam brawijaya hadir grand final karapan sapi piala presiden httpstcoovufylv;1;Negatif
Mon Oct 09 03:21:45 +0000 2023;https://t.co/0uBDe3zAdX Ini kan piala presiden @jokowi seharusnya aparat sterilkan ajang karapan Sapi dari saja mau presiden hadir atau tidak. Betapa malunya jika beliau hadir dan ricuh dg sajam. @ListyoSigitP @DivHumas_Polri @HumasPoldaJatim @ResBangkalan krg antisipasinya.;husyairi_mathur;https://t.co/0ubde3zadx ini kan piala presiden @jokowi seharusnya aparat sterilkan ajang karapan sapi dari saja mau presiden hadir atau tidak. betapa malunya jika beliau hadir dan ricuh dg sajam. @listyosigitp @divhumas_polri @humaspoldajatim @resbangkalan krg antisipasinya.;httpstcoubdezadx ini kan piala presiden jokowi seharusnya aparat sterilkan ajang karapan sapi dari saja mau presiden hadir atau tidak betapa malunya jika beliau hadir dan ricuh dg sajam listyosigitp divhumaspolri humaspoldajatim resbangkalan krg antisipasinya;['httpstcoubdezadx', 'ini', 'kan', 'piala', 'presiden', 'jokowi', 'seharusnya', 'aparat', 'sterilkan', 'ajang', 'karapan', 'sapi', 'dari', 'saja', 'mau', 'presiden', 'hadir', 'atau', 'tidak', 'betapa', 'malunya', 'jika', 'beliau', 'hadir', 'dan', 'ricuh', 'dg', 'sajam', 'listyosigitp', 'divhumaspolri', 'humaspoldajatim', 'resbangkalan', 'krg', 'antisipasinya'];['httpstcoubdezadx', 'ini', 'kan', 'piala', 'presiden', 'jokowi', 'seharusnya', 'aparat', 'sterilkan', 'ajang', 'karapan', 'sapi', 'dari', 'saja', 'mau', 'presiden', 'hadir', 'atau', 'tidak', 'betapa', 'malunya', 'jika', 'beliau', 'hadir', 'dan', 'ricuh', 'dengan', 'sajam', 'listyosigitp', 'divhumaspolri', 'humaspoldajatim', 'resbangkalan', 'krg', 'antisipasinya'];httpstcoubdezadx piala presiden jokowi aparat sterilkan ajang karapan sapi presiden hadir betapa malunya beliau hadir ricuh sajam listyosigitp divhumaspolri humaspoldajatim resbangkalan krg antisipasinya;httpstcoubdezadx piala presiden jokowi aparat steril ajang karapan sapi presiden hadir betapa malu beliau hadir ricuh sajam listyosigitp divhumaspolri humaspoldajatim resbangkalan krg antisipasi;0;Positif
Mon Oct 09 03:09:11 +0000 2023;Final karapan sapi di ajang Piala Presiden 2023 yang digelar di Bangkalan Madura Jatim berakhir ricuh pada Minggu (8/10/2023). https://t.co/rCVNj3NDej;kompascom;final karapan sapi di ajang piala presiden 2023 yang digelar di bangkalan madura jatim berakhir ricuh pada minggu (8/10/2023). https://t.co/rcvnj3ndej;final karapan sapi di ajang piala presiden  yang digelar di bangkalan madura jatim berakhir ricuh pada minggu  httpstcorcvnjndej;['final', 'karapan', 'sapi', 'di', 'ajang', 'piala', 'presiden', 'yang', 'digelar', 'di', 'bangkalan', 'madura', 'jatim', 'berakhir', 'ricuh', 'pada', 'minggu', 'httpstcorcvnjndej'];['final', 'karapan', 'sapi', 'di', 'ajang', 'piala', 'presiden', 'yang', 'digelar', 'di', 'bangkalan', 'madura', 'jatim', 'berakhir', 'ricuh', 'pada', 'minggu', 'httpstcorcvnjndej'];final karapan sapi ajang piala presiden digelar bangkalan madura jatim ricuh minggu httpstcorcvnjndej;final karapan sapi ajang piala presiden gelar bangkal madura jatim ricuh minggu httpstcorcvnjndej;0;Positif
Mon Oct 09 02:46:15 +0000 2023;Bangkalan Danrem 084/BJ Brigjen TNI Terry Tresna Purnama S.I.Kom. M.M. menghadir acara Grand Final Karapan Sapi Piala Presiden yang digelar di Lapangan R.P Moh Noer Bangkalan. dan dihadiri oleh Pangdam V/Brw Forkopimda Bangkalan dan berbagai tokoh penting. Minggu (8/10/2023) https://t.co/Yi0TqTHAqo;Korem084Bj;bangkalan danrem 084/bj brigjen tni terry tresna purnama s.i.kom. m.m. menghadir acara grand final karapan sapi piala presiden yang digelar di lapangan r.p moh noer bangkalan. dan dihadiri oleh pangdam v/brw forkopimda bangkalan dan berbagai tokoh penting. minggu (8/10/2023) https://t.co/yi0tqthaqo;bangkalan danrem bj brigjen tni terry tresna purnama sikom mm menghadir acara grand final karapan sapi piala presiden yang digelar di lapangan rp moh noer bangkalan dan dihadiri oleh pangdam vbrw forkopimda bangkalan dan berbagai tokoh penting minggu  httpstcoyitqthaqo;['bangkalan', 'danrem', 'bj', 'brigjen', 'tni', 'terry', 'tresna', 'purnama', 'sikom', 'mm', 'menghadir', 'acara', 'grand', 'final', 'karapan', 'sapi', 'piala', 'presiden', 'yang', 'digelar', 'di', 'lapangan', 'rp', 'moh', 'noer', 'bangkalan', 'dan', 'dihadiri', 'oleh', 'pangdam', 'vbrw', 'forkopimda', 'bangkalan', 'dan', 'berbagai', 'tokoh', 'penting', 'minggu', 'httpstcoyitqthaqo'];['bangkalan', 'danrem', 'bj', 'brigjen', 'tni', 'terry', 'tresna', 'purnama', 'sikom', 'mm', 'menghadir', 'acara', 'grand', 'final', 'karapan', 'sapi', 'piala', 'presiden', 'yang', 'digelar', 'di', 'lapangan', 'rp', 'moh', 'noer', 'bangkalan', 'dan', 'dihadiri', 'oleh', 'pangdam', 'vbrw', 'forkopimda', 'bangkalan', 'dan', 'berbagai', 'tokoh', 'penting', 'minggu', 'httpstcoyitqthaqo'];bangkalan danrem bj brigjen tni terry tresna purnama sikom mm menghadir acara grand final karapan sapi piala presiden digelar lapangan rp moh noer bangkalan dihadiri pangdam vbrw forkopimda bangkalan tokoh minggu httpstcoyitqthaqo;bangkal danrem bj brigjen tni terry tresna purnama sikom mm hadir acara grand final karapan sapi piala presiden gelar lapang rp moh noer bangkal hadir pangdam vbrw forkopimda bangkal tokoh minggu httpstcoyitqthaqo;1;Negatif
Mon Oct 09 02:24:56 +0000 2023;Pangdam Brawijaya Hadiri Grand Final Karapan Sapi Piala Presiden https://t.co/F5vmtoLDHA;MediaKomando;pangdam brawijaya hadiri grand final karapan sapi piala presiden https://t.co/f5vmtoldha;pangdam brawijaya hadiri grand final karapan sapi piala presiden httpstcofvmtoldha;['pangdam', 'brawijaya', 'hadiri', 'grand', 'final', 'karapan', 'sapi', 'piala', 'presiden', 'httpstcofvmtoldha'];['pangdam', 'brawijaya', 'hadiri', 'grand', 'final', 'karapan', 'sapi', 'piala', 'presiden', 'httpstcofvmtoldha'];pangdam brawijaya hadiri grand final karapan sapi piala presiden httpstcofvmtoldha;pangdam brawijaya hadir grand final karapan sapi piala presiden httpstcofvmtoldha;1;Negatif
Mon Oct 09 01:57:27 +0000 2023;Sempat Diwarnai Kericuhan Gagak Rimang Juara Karapan Sapi Piala Presiden 2023 https://t.co/1HoI59mCYg;JPRadarMadura;sempat diwarnai kericuhan gagak rimang juara karapan sapi piala presiden 2023 https://t.co/1hoi59mcyg;sempat diwarnai kericuhan gagak rimang juara karapan sapi piala presiden  httpstcohoimcyg;['sempat', 'diwarnai', 'kericuhan', 'gagak', 'rimang', 'juara', 'karapan', 'sapi', 'piala', 'presiden', 'httpstcohoimcyg'];['sempat', 'diwarnai', 'kericuhan', 'gagak', 'rimang', 'juara', 'karapan', 'sapi', 'piala', 'presiden', 'httpstcohoimcyg'];sempat diwarnai kericuhan gagak rimang juara karapan sapi piala presiden httpstcohoimcyg;sempat warna ricuh gagak rimang juara karapan sapi piala presiden httpstcohoimcyg;0;Positif
Mon Oct 09 01:31:19 +0000 2023;Karapan Sapi Piala Presiden di Bangkalan Madura Ricuh https://t.co/KWXdl8FVO3;CNNIndonesia;karapan sapi piala presiden di bangkalan madura ricuh https://t.co/kwxdl8fvo3;karapan sapi piala presiden di bangkalan madura ricuh httpstcokwxdlfvo;['karapan', 'sapi', 'piala', 'presiden', 'di', 'bangkalan', 'madura', 'ricuh', 'httpstcokwxdlfvo'];['karapan', 'sapi', 'piala', 'presiden', 'di', 'bangkalan', 'madura', 'ricuh', 'httpstcokwxdlfvo'];karapan sapi piala presiden bangkalan madura ricuh httpstcokwxdlfvo;karapan sapi piala presiden bangkal madura ricuh httpstcokwxdlfvo;0;Positif
Mon Oct 09 01:22:37 +0000 2023;Karapan Sapi piala presiden minggu 8 Oktober 2023 di lapangan skep diwarnai keributan pengunjung membawa sajam dg bebas. Kami berharap event berikutnya tdk ada lg insiden serupa apalagi dg membawa sajam. Ini piala presiden lho... @ListyoSigitP @DivHumas_Polri @HumasPoldaJatim;husyairi_mathur;karapan sapi piala presiden minggu 8 oktober 2023 di lapangan skep diwarnai keributan pengunjung membawa sajam dg bebas. kami berharap event berikutnya tdk ada lg insiden serupa apalagi dg membawa sajam. ini piala presiden lho... @listyosigitp @divhumas_polri @humaspoldajatim;karapan sapi piala presiden minggu  oktober  di lapangan skep diwarnai keributan pengunjung membawa sajam dg bebas kami berharap event berikutnya tdk ada lg insiden serupa apalagi dg membawa sajam ini piala presiden lho listyosigitp divhumaspolri humaspoldajatim;['karapan', 'sapi', 'piala', 'presiden', 'minggu', 'oktober', 'di', 'lapangan', 'skep', 'diwarnai', 'keributan', 'pengunjung', 'membawa', 'sajam', 'dg', 'bebas', 'kami', 'berharap', 'event', 'berikutnya', 'tdk', 'ada', 'lg', 'insiden', 'serupa', 'apalagi', 'dg', 'membawa', 'sajam', 'ini', 'piala', 'presiden', 'lho', 'listyosigitp', 'divhumaspolri', 'humaspoldajatim'];['karapan', 'sapi', 'piala', 'presiden', 'minggu', 'oktober', 'di', 'lapangan', 'skep', 'diwarnai', 'keributan', 'pengunjung', 'membawa', 'sajam', 'dengan', 'bebas', 'kami', 'berharap', 'event', 'berikutnya', 'tidak', 'ada', 'lagi', 'insiden', 'serupa', 'apalagi', 'dengan', 'membawa', 'sajam', 'ini', 'piala', 'presiden', 'lho', 'listyosigitp', 'divhumaspolri', 'humaspoldajatim'];karapan sapi piala presiden minggu oktober lapangan skep diwarnai keributan pengunjung membawa sajam bebas berharap event insiden membawa sajam piala presiden lho listyosigitp divhumaspolri humaspoldajatim;karapan sapi piala presiden minggu oktober lapang skep warna ribut unjung bawa sajam bebas harap event insiden bawa sajam piala presiden lho listyosigitp divhumaspolri humaspoldajatim;0;Positif
Mon Oct 09 00:32:39 +0000 2023;Saatnya Info Terkini di #SEMPAG : - Tercemar Limbah Hitam Lengket Biota Laut Pantai Krakal dan Slili Mati - Korban Gempa Afghanistan Meningkat Tajam - Tiga Orang Terluka Akibat Kericuhan dalam Lomba Karapan Sapi Piala Presiden di Bangkalan Streaming: https://t.co/wDaw4OR6UJ;895jizfm;saatnya info terkini di #sempag : - tercemar limbah hitam lengket biota laut pantai krakal dan slili mati - korban gempa afghanistan meningkat tajam - tiga orang terluka akibat kericuhan dalam lomba karapan sapi piala presiden di bangkalan streaming: https://t.co/wdaw4or6uj;saatnya info terkini di sempag   tercemar limbah hitam lengket biota laut pantai krakal dan slili mati  korban gempa afghanistan meningkat tajam  tiga orang terluka akibat kericuhan dalam lomba karapan sapi piala presiden di bangkalan streaming httpstcowdaworuj;['saatnya', 'info', 'terkini', 'di', 'sempag', 'tercemar', 'limbah', 'hitam', 'lengket', 'biota', 'laut', 'pantai', 'krakal', 'dan', 'slili', 'mati', 'korban', 'gempa', 'afghanistan', 'meningkat', 'tajam', 'tiga', 'orang', 'terluka', 'akibat', 'kericuhan', 'dalam', 'lomba', 'karapan', 'sapi', 'piala', 'presiden', 'di', 'bangkalan', 'streaming', 'httpstcowdaworuj'];['saatnya', 'info', 'terkini', 'di', 'sempag', 'tercemar', 'limbah', 'hitam', 'lengket', 'biota', 'laut', 'pantai', 'krakal', 'dan', 'slili', 'mati', 'korban', 'gempa', 'afghanistan', 'meningkat', 'tajam', 'tiga', 'orang', 'terluka', 'akibat', 'kericuhan', 'dalam', 'lomba', 'karapan', 'sapi', 'piala', 'presiden', 'di', 'bangkalan', 'streaming', 'httpstcowdaworuj'];saatnya info terkini sempag tercemar limbah hitam lengket biota laut pantai krakal slili mati korban gempa afghanistan meningkat tajam orang terluka akibat kericuhan lomba karapan sapi piala presiden bangkalan streaming httpstcowdaworuj;saat info kini sempag cemar limbah hitam lengket biota laut pantai krakal slili mati korban gempa afghanistan tingkat tajam orang luka akibat ricuh lomba karapan sapi piala presiden bangkal streaming httpstcowdaworuj;0;Positif
Sun Oct 08 23:19:10 +0000 2023;Tiga Orang Terluka Akibat Kericuhan dalam Lomba Karapan Sapi Piala Presiden di Bangkalan! https://t.co/O7hzUT2d3O;KompasTV;tiga orang terluka akibat kericuhan dalam lomba karapan sapi piala presiden di bangkalan! https://t.co/o7hzut2d3o;tiga orang terluka akibat kericuhan dalam lomba karapan sapi piala presiden di bangkalan httpstcoohzutdo;['tiga', 'orang', 'terluka', 'akibat', 'kericuhan', 'dalam', 'lomba', 'karapan', 'sapi', 'piala', 'presiden', 'di', 'bangkalan', 'httpstcoohzutdo'];['tiga', 'orang', 'terluka', 'akibat', 'kericuhan', 'dalam', 'lomba', 'karapan', 'sapi', 'piala', 'presiden', 'di', 'bangkalan', 'httpstcoohzutdo'];tiga orang terluka akibat kericuhan lomba karapan sapi piala presiden bangkalan httpstcoohzutdo;tiga orang luka akibat ricuh lomba karapan sapi piala presiden bangkal httpstcoohzutdo;0;Positif
Sun Oct 08 19:00:00 +0000 2023;Mencekam! Lomba Karapan Sapi di Madura Ricuh hingga Terjadi Perkelahian Massal https://t.co/No0jdkAjmA;SINDOnews;mencekam! lomba karapan sapi di madura ricuh hingga terjadi perkelahian massal https://t.co/no0jdkajma;mencekam lomba karapan sapi di madura ricuh hingga terjadi perkelahian massal httpstconojdkajma;['mencekam', 'lomba', 'karapan', 'sapi', 'di', 'madura', 'ricuh', 'hingga', 'terjadi', 'perkelahian', 'massal', 'httpstconojdkajma'];['mencekam', 'lomba', 'karapan', 'sapi', 'di', 'madura', 'ricuh', 'hingga', 'terjadi', 'perkelahian', 'massal', 'httpstconojdkajma'];mencekam lomba karapan sapi madura ricuh perkelahian massal httpstconojdkajma;cekam lomba karapan sapi madura ricuh kelahi massal httpstconojdkajma;0;Positif
Sun Oct 08 16:09:15 +0000 2023;Sebanyak 24 pasang sapi berebut Piala Presiden RI dalam ajang festival karapan sapi 2023 di Stadion Karapan Sapi RP Moh Noer Bangkalan Jawa Timur M... https://t.co/zzn0lDIgKR;inilahdotcom;sebanyak 24 pasang sapi berebut piala presiden ri dalam ajang festival karapan sapi 2023 di stadion karapan sapi rp moh noer bangkalan jawa timur m... https://t.co/zzn0ldigkr;sebanyak  pasang sapi berebut piala presiden ri dalam ajang festival karapan sapi  di stadion karapan sapi rp moh noer bangkalan jawa timur m httpstcozznldigkr;['sebanyak', 'pasang', 'sapi', 'berebut', 'piala', 'presiden', 'ri', 'dalam', 'ajang', 'festival', 'karapan', 'sapi', 'di', 'stadion', 'karapan', 'sapi', 'rp', 'moh', 'noer', 'bangkalan', 'jawa', 'timur', 'm', 'httpstcozznldigkr'];['sebanyak', 'pasang', 'sapi', 'berebut', 'piala', 'presiden', 'ri', 'dalam', 'ajang', 'festival', 'karapan', 'sapi', 'di', 'stadion', 'karapan', 'sapi', 'rp', 'moh', 'noer', 'bangkalan', 'jawa', 'timur', 'sama', 'httpstcozznldigkr'];sebanyak pasang sapi berebut piala presiden ri ajang festival karapan sapi stadion karapan sapi rp moh noer bangkalan jawa timur httpstcozznldigkr;banyak pasang sapi rebut piala presiden ri ajang festival karapan sapi stadion karapan sapi rp moh noer bangkal jawa timur httpstcozznldigkr;0;Positif
Sun Oct 08 14:10:32 +0000 2023;Besok! Keseruan Grand Final Karapan Sapi Piala Presiden Tahun 2023 Akan Dilaksanakan Berikut Daftarnya https://t.co/E5sogTOET8;kelumajangcom;besok! keseruan grand final karapan sapi piala presiden tahun 2023 akan dilaksanakan berikut daftarnya https://t.co/e5sogtoet8;besok keseruan grand final karapan sapi piala presiden tahun  akan dilaksanakan berikut daftarnya httpstcoesogtoet;['besok', 'keseruan', 'grand', 'final', 'karapan', 'sapi', 'piala', 'presiden', 'tahun', 'akan', 'dilaksanakan', 'berikut', 'daftarnya', 'httpstcoesogtoet'];['besok', 'keseruan', 'grand', 'final', 'karapan', 'sapi', 'piala', 'presiden', 'tahun', 'akan', 'dilaksanakan', 'berikut', 'daftarnya', 'httpstcoesogtoet'];besok keseruan grand final karapan sapi piala presiden dilaksanakan daftarnya httpstcoesogtoet;besok seru grand final karapan sapi piala presiden laksana daftar httpstcoesogtoet;0;Positif
Sun Oct 08 13:58:52 +0000 2023;Hadiri Grand Final Karapan Sapi Piala Presiden di Bangkalan Pangdam V/Brw berikan Hadiah ke Jawara. selengkapnya di : https://t.co/dwKwpAgJkL;Pendam5;hadiri grand final karapan sapi piala presiden di bangkalan pangdam v/brw berikan hadiah ke jawara. selengkapnya di : https://t.co/dwkwpagjkl;hadiri grand final karapan sapi piala presiden di bangkalan pangdam vbrw berikan hadiah ke jawara selengkapnya di  httpstcodwkwpagjkl;['hadiri', 'grand', 'final', 'karapan', 'sapi', 'piala', 'presiden', 'di', 'bangkalan', 'pangdam', 'vbrw', 'berikan', 'hadiah', 'ke', 'jawara', 'selengkapnya', 'di', 'httpstcodwkwpagjkl'];['hadiri', 'grand', 'final', 'karapan', 'sapi', 'piala', 'presiden', 'di', 'bangkalan', 'pangdam', 'vbrw', 'berikan', 'hadiah', 'ke', 'jawara', 'selengkapnya', 'di', 'httpstcodwkwpagjkl'];hadiri grand final karapan sapi piala presiden bangkalan pangdam vbrw hadiah jawara selengkapnya httpstcodwkwpagjkl;hadir grand final karapan sapi piala presiden bangkal pangdam vbrw hadiah jawara lengkap httpstcodwkwpagjkl;0;Positif
Sun Oct 08 13:58:35 +0000 2023;Karapan Sapi Piala Presiden yang digelar di Lapangan Karapan Sapi R.P Moh Noer Kabupaten Bangkalan Jawa Timur diwarnai dengan kericuhan. https://t.co/AJ9PuGYc6l;kompascom;karapan sapi piala presiden yang digelar di lapangan karapan sapi r.p moh noer kabupaten bangkalan jawa timur diwarnai dengan kericuhan. https://t.co/aj9pugyc6l;karapan sapi piala presiden yang digelar di lapangan karapan sapi rp moh noer kabupaten bangkalan jawa timur diwarnai dengan kericuhan httpstcoajpugycl;['karapan', 'sapi', 'piala', 'presiden', 'yang', 'digelar', 'di', 'lapangan', 'karapan', 'sapi', 'rp', 'moh', 'noer', 'kabupaten', 'bangkalan', 'jawa', 'timur', 'diwarnai', 'dengan', 'kericuhan', 'httpstcoajpugycl'];['karapan', 'sapi', 'piala', 'presiden', 'yang', 'digelar', 'di', 'lapangan', 'karapan', 'sapi', 'rp', 'moh', 'noer', 'kabupaten', 'bangkalan', 'jawa', 'timur', 'diwarnai', 'dengan', 'kericuhan', 'httpstcoajpugycl'];karapan sapi piala presiden digelar lapangan karapan sapi rp moh noer kabupaten bangkalan jawa timur diwarnai kericuhan httpstcoajpugycl;karapan sapi piala presiden gelar lapang karapan sapi rp moh noer kabupaten bangkal jawa timur warna ricuh httpstcoajpugycl;0;Positif
Sun Oct 08 13:57:34 +0000 2023;BPJS Ketenagakerjaan Cabang Madura Dukung Pelestarian Karapan Sapi https://t.co/5tSIFG6h0m;JPRadarMadura;bpjs ketenagakerjaan cabang madura dukung pelestarian karapan sapi https://t.co/5tsifg6h0m;bpjs ketenagakerjaan cabang madura dukung pelestarian karapan sapi httpstcotsifghm;['bpjs', 'ketenagakerjaan', 'cabang', 'madura', 'dukung', 'pelestarian', 'karapan', 'sapi', 'httpstcotsifghm'];['bpjs', 'ketenagakerjaan', 'cabang', 'madura', 'dukung', 'pelestarian', 'karapan', 'sapi', 'httpstcotsifghm'];bpjs ketenagakerjaan cabang madura dukung pelestarian karapan sapi httpstcotsifghm;bpjs ketenagakerjaan cabang madura dukung lestari karapan sapi httpstcotsifghm;0;Positif
Sun Oct 08 13:04:42 +0000 2023;Kericuhan Lomba Karapan Sapi Piala Presiden 2023 di Bangkalan 3 Orang Dikabarkan Alami Luka https://t.co/lfdQzw6AGz;pituturid_;kericuhan lomba karapan sapi piala presiden 2023 di bangkalan 3 orang dikabarkan alami luka https://t.co/lfdqzw6agz;kericuhan lomba karapan sapi piala presiden  di bangkalan  orang dikabarkan alami luka httpstcolfdqzwagz;['kericuhan', 'lomba', 'karapan', 'sapi', 'piala', 'presiden', 'di', 'bangkalan', 'orang', 'dikabarkan', 'alami', 'luka', 'httpstcolfdqzwagz'];['kericuhan', 'lomba', 'karapan', 'sapi', 'piala', 'presiden', 'di', 'bangkalan', 'orang', 'dikabarkan', 'alami', 'luka', 'httpstcolfdqzwagz'];kericuhan lomba karapan sapi piala presiden bangkalan orang dikabarkan alami luka httpstcolfdqzwagz;ricuh lomba karapan sapi piala presiden bangkal orang kabar alami luka httpstcolfdqzwagz;0;Positif
Sun Oct 08 11:13:36 +0000 2023;Wismilak Dukung Pelestarian Kebudayaan Madura Gelar Karapan Sapi Piala Presiden 2023 https://t.co/mnRzq8pZH0;JPRadarMadura;wismilak dukung pelestarian kebudayaan madura gelar karapan sapi piala presiden 2023 https://t.co/mnrzq8pzh0;wismilak dukung pelestarian kebudayaan madura gelar karapan sapi piala presiden  httpstcomnrzqpzh;['wismilak', 'dukung', 'pelestarian', 'kebudayaan', 'madura', 'gelar', 'karapan', 'sapi', 'piala', 'presiden', 'httpstcomnrzqpzh'];['wismilak', 'dukung', 'pelestarian', 'kebudayaan', 'madura', 'gelar', 'karapan', 'sapi', 'piala', 'presiden', 'httpstcomnrzqpzh'];wismilak dukung pelestarian kebudayaan madura gelar karapan sapi piala presiden httpstcomnrzqpzh;wismilak dukung lestari budaya madura gelar karapan sapi piala presiden httpstcomnrzqpzh;0;Positif
